21,,0,0,0,0,0,0,,3,10,500000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
22,,0,0,0,0,0,0,,3,9,500000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
23,,0,0,0,0,0,0,,3,3,200000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,100,,2,,0,,0,,0
24,,0,0,0,0,0,0,,3,1,200000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,100,,2,,0,,0,,0
25,,0,0,0,0,0,0,,3,4,200000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,100,,2,,0,,0,,0
26,,0,0,0,0,0,0,,3,2,200000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,100,,2,,0,,0,,0
27,,0,0,0,0,0,0,,3,0,200000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,100,,2,,0,,0,,0
28,,0,0,0,0,0,0,,3,5,20000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
29,,0,0,0,0,0,0,,3,6,200000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
30,,0,0,0,0,0,0,,3,8,50000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
31,,0,0,0,0,0,0,,3,7,1000000,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
32,,0,0,0,0,0,0,,1004,200,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
33,,0,0,0,0,0,0,,5,50,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
34,,0,0,0,0,0,0,,5,100,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
35,,0,0,0,0,0,0,,5,500,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
36,,0,0,0,0,0,0,,5,999,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
37,,0,0,0,0,0,0,,4,5594,0,0,,4,5593,0,0,,4,5595,0,0,,4,5592,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
38,,0,0,0,0,0,0,,4,10677,0,0,,4,10670,0,0,,4,10676,0,0,,4,10671,0,0,,4,10672,0,0,,4,10675,0,0,,4,10674,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
39,,0,0,0,0,0,0,,4,22357,0,0,,4,22354,0,0,,4,22356,0,0,,4,22355,0,0,,4,22358,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
40,,0,0,0,0,0,0,,1001,13445,19,0,,1001,13439,19,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
41,,0,0,0,0,0,0,,1001,10846,29,0,,1001,10850,29,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
42,,0,0,0,0,0,0,,1001,10854,39,0,,1001,10858,39,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
43,,0,0,0,0,0,0,,1001,13693,49,0,,1001,13698,49,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
44,,0,0,0,0,0,0,,1001,23369,19,0,,1001,23368,19,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
45,,0,0,0,0,0,0,,1001,23372,29,0,,1001,23373,29,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
46,,0,0,0,0,0,0,,1001,23376,39,0,,1001,23377,39,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
47,,0,0,0,0,0,0,,1001,23379,49,0,,1001,23378,49,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
48,,0,0,0,0,0,0,,1001,18828,999,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
49,,0,0,0,0,0,0,,1001,18829,999,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
50,,0,0,0,0,0,0,,1001,18830,999,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
51,,0,0,0,0,0,0,,1001,18831,999,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
52,,0,0,0,0,0,0,,1001,18832,999,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
53,,0,0,0,0,0,0,,1001,18833,999,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
54,,0,0,0,0,0,0,,1001,22285,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
55,,0,0,0,0,0,0,,1001,22198,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
56,,0,0,0,0,0,0,,1001,22207,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
57,,0,0,0,0,0,0,,1001,22216,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
58,,0,0,0,0,0,0,,1001,22225,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
59,,0,0,0,0,0,0,,1001,22234,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
60,,0,0,0,0,0,0,,4,23165,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
61,,0,0,0,0,0,0,,4,22106,0,0,,4,22107,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
62,,0,0,0,0,0,0,,4,22253,0,0,,4,22251,0,0,,4,22252,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,30,,1,,0,,0,,0
63,,0,0,0,0,0,0,,4,24739,0,0,,4,24738,0,0,,4,24737,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
64,,0,0,0,0,0,0,,4,24740,0,0,,4,24741,0,0,,4,24742,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,50,,1,,0,,0,,0
65,,0,0,0,0,0,0,,4,25173,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
66,,0,0,0,0,0,0,,4,25171,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
67,,0,0,0,0,0,0,,1001,22018,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
68,,0,0,0,0,0,0,,1001,22019,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
69,,0,0,0,0,0,0,,1001,22020,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
70,,0,0,0,0,0,0,,4,23265,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
71,,0,0,0,0,0,0,,4,23267,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
72,,0,0,0,0,0,0,,4,23262,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
73,,0,0,0,0,0,0,,1000,12856,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
74,,0,0,0,0,0,0,,1000,12315,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
75,,0,0,0,0,0,0,,1000,12193,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
76,,0,0,0,0,0,0,,1000,12871,99,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
77,,0,0,0,0,0,0,,11,14242,0,0,,11,14243,0,0,,11,14244,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
78,,0,0,0,0,0,0,,11,12023,0,0,,11,12024,0,0,,11,12025,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
79,,0,0,0,0,0,0,,11,17077,0,0,,11,17075,0,0,,11,17076,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,5,,1,,0,,0,,0
80,,0,0,0,0,0,0,,11,19436,0,0,,11,19437,0,0,,11,19438,0,0,,11,18884,0,0,,11,18888,0,0,,11,18886,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
81,,0,0,0,0,0,0,,11,23428,0,0,,11,23429,0,0,,11,23430,0,0,,11,11955,0,0,,11,11958,0,0,,11,11960,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
82,,0,0,0,0,0,0,,12,80,0,0,,12,81,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
83,,0,0,0,0,0,0,,11,13613,0,0,,11,13615,0,0,,11,13617,0,0,,11,22001,0,0,,11,22003,0,0,,11,22005,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
84,,0,0,0,0,0,0,,11,13612,0,0,,11,13614,0,0,,11,13616,0,0,,11,22000,0,0,,11,22002,0,0,,11,22004,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
85,,0,0,0,0,0,0,,11,10631,0,0,,11,10635,0,0,,11,10633,0,0,,11,7807,0,0,,11,7811,0,0,,11,7816,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
86,,0,0,0,0,0,0,,11,10630,0,0,,11,10634,0,0,,11,10632,0,0,,11,7806,0,0,,11,7810,0,0,,11,7815,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
87,,0,0,0,0,0,0,,11,6375,0,0,,11,6383,0,0,,11,6388,0,0,,11,6376,0,0,,11,6381,0,0,,11,6387,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
88,,0,0,0,0,0,0,,11,22086,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
89,,0,0,0,0,0,0,,11,22081,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
90,,0,0,0,0,0,0,,11,22085,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
91,,0,0,0,0,0,0,,11,22084,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
92,,0,0,0,0,0,0,,11,22083,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
93,,0,0,0,0,0,0,,11,22082,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
94,,0,0,0,0,0,0,,11,21854,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,10,,1,,0,,0,,0
